CONTRY;CHANGED;USER;CCPU;CCPU_CHANGES;DCPU;DCPU_CHANGES;RCPU;RCPU_CHANGES;X010;X010T_CHANGES;X200_FLASH_TURBE;X200T_CHANGES
Schweitz;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.83 L3;
Spanien;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.95 L1;(Only L1)---The printout for the Danish car inspection has changed. -	The ovality reference has change from ex. 30% -> +/-15%.-	The total test deceleration is removed.Corrections in the P0 calculation “Only DK”Acceleration due to gravity is change from 0.0982 to 0.0981.  ---When going into service mode, the X200 will start sending realtime data to the PC every 50mS. It was very difficult to adjust the weight from the PC screen with sending data only every 200mS.A standard BM Source Code Cleaning is done to get more space :o).
Sudan;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Sverige;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.95 L1;(Only L1)---The printout for the Danish car inspection has changed. -	The ovality reference has change from ex. 30% -> +/-15%.-	The total test deceleration is removed.Corrections in the P0 calculation “Only DK”Acceleration due to gravity is change from 0.0982 to 0.0981.  ---When going into service mode, the X200 will start sending realtime data to the PC every 50mS. It was very difficult to adjust the weight from the PC screen with sending data only every 200mS.A standard BM Source Code Cleaning is done to get more space :o).
Thailand;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Tyskland;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.83 L3;
USA;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
VOSA;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Vietnam;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Canada;24-07-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.96 L5 / P14.96 L2;Weight for display and pc is now rounded the correct way.Lithuanian test "average brake force" is fixedThe weight shown on physical display and pc was not the same "VOSA Problem". That is fixed.Special Protocol is added. "NOTE Is only working with special comiled eproms" Baudrate is here 19200. Same as X010.Lithuania language added. (Only in L2 and L5)-- Only when Lithuania is active --When "key" is pressed, average brake force will be stored. The brake test will keep running until block or manual stop. After stop brake force at block will be stored. ATL Fixed.
Australien;24-07-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.98/P14.98 L2;P9.98/P14.98Only L2 and only UK: When PKW mode is activated from the PC-DATA telegram, MOT mode is know activated.Problems with analog zero values in B-Mode. That is fixed!When X200 is leaving service mode, new zero values are taken in both A and B mode.Only X200 Flash: The tester could not start left motor without RCPU. That is fixed!   P9.97/P14.97In version Px.96 L2 there is a problem with the dipswitch and selecting UK language. That is fixed!Lituanian language moved from language no. 17 to language no. 23 In service mode 1 digital step (2daN) will be added to the brakeforce when brakeforce is larger than 50 daN.Address 77 is added. That controls the adding of 1 digital step.0: Active (default)1: Not ActiveTime test fixed "L7 ONLY"Typing in Regno, Make & Model by alpanumic display is fixed "L7 ONLY" Zero reference on service printout is changed from 6000 +/- 3000 to 5000 +/- 3000Evaluation on both pm and px startpressure is fixed "L1 ONLY - SWEDEN". ONLY Flash!Problem with graphics printout from MCPU because of CTS singal. That is fixed.
England;24-07-2009;SLP / LHL;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.98/P14.98 L2;P9.98/P14.98Only L2 and only UK: When PKW mode is activated from the PC-DATA telegram, MOT mode is know activated.Problems with analog zero values in B-Mode. That is fixed!When X200 is leaving service mode, new zero values are taken in both A and B mode.Only X200 Flash: The tester could not start left motor without RCPU. That is fixed!   P9.97/P14.97In version Px.96 L2 there is a problem with the dipswitch and selecting UK language. That is fixed!Lituanian language moved from language no. 17 to language no. 23 In service mode 1 digital step (2daN) will be added to the brakeforce when brakeforce is larger than 50 daN.Address 77 is added. That controls the adding of 1 digital step.0: Active (default)1: Not ActiveTime test fixed "L7 ONLY"Typing in Regno, Make & Model by alpanumic display is fixed "L7 ONLY" Zero reference on service printout is changed from 6000 +/- 3000 to 5000 +/- 3000Evaluation on both pm and px startpressure is fixed "L1 ONLY - SWEDEN". ONLY Flash!Problem with graphics printout from MCPU because of CTS singal. That is fixed.
VOSA;24-07-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.98/P14.98 L2;P9.98/P14.98Only L2 and only UK: When PKW mode is activated from the PC-DATA telegram, MOT mode is know activated.Problems with analog zero values in B-Mode. That is fixed!When X200 is leaving service mode, new zero values are taken in both A and B mode.Only X200 Flash: The tester could not start left motor without RCPU. That is fixed!   P9.97/P14.97In version Px.96 L2 there is a problem with the dipswitch and selecting UK language. That is fixed!Lituanian language moved from language no. 17 to language no. 23 In service mode 1 digital step (2daN) will be added to the brakeforce when brakeforce is larger than 50 daN.Address 77 is added. That controls the adding of 1 digital step.0: Active (default)1: Not ActiveTime test fixed "L7 ONLY"Typing in Regno, Make & Model by alpanumic display is fixed "L7 ONLY" Zero reference on service printout is changed from 6000 +/- 3000 to 5000 +/- 3000Evaluation on both pm and px startpressure is fixed "L1 ONLY - SWEDEN". ONLY Flash!Problem with graphics printout from MCPU because of CTS singal. That is fixed.
Hong-Kong;24-07-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.98/P14.98 L2;P9.98/P14.98Only L2 and only UK: When PKW mode is activated from the PC-DATA telegram, MOT mode is know activated.Problems with analog zero values in B-Mode. That is fixed!When X200 is leaving service mode, new zero values are taken in both A and B mode.Only X200 Flash: The tester could not start left motor without RCPU. That is fixed!   P9.97/P14.97In version Px.96 L2 there is a problem with the dipswitch and selecting UK language. That is fixed!Lituanian language moved from language no. 17 to language no. 23 In service mode 1 digital step (2daN) will be added to the brakeforce when brakeforce is larger than 50 daN.Address 77 is added. That controls the adding of 1 digital step.0: Active (default)1: Not ActiveTime test fixed "L7 ONLY"Typing in Regno, Make & Model by alpanumic display is fixed "L7 ONLY" Zero reference on service printout is changed from 6000 +/- 3000 to 5000 +/- 3000Evaluation on both pm and px startpressure is fixed "L1 ONLY - SWEDEN". ONLY Flash!Problem with graphics printout from MCPU because of CTS singal. That is fixed.
